VehicleID,Amount (Million Naira)
VHL13545,15.375299999999996
VHL11323,3.872299999999999
VHL15121,22.05916666666667
VHL17568,12.793700000000003
VHL11886,5.517700000000001
VHL17402,10.736920634920631
VHL10243,8.492199999999997
VHL13407,2.3777000000000017
VHL12149,3.1404999999999963
VHL11037,9.040895238095231
VHL17924,6.632583333333332
VHL12180,13.124500000000001
VHL14683,8.234300000000001
VHL18920,4.130700000000003
VHL12024,3.53561666666667
VHL13968,100.44816666666665
VHL11079,1.9744000000000015
VHL14355,1.7913666666666674
VHL11824,2.1742000000000004
VHL19942,4.6714
VHL12917,31.820999999999998
VHL15326,38.5055
VHL13585,4.467416666666664
VHL12069,4.835966666666664
VHL17056,9.87958687007437
VHL10515,11.755009523809525
VHL16435,3.451
VHL17564,1.9632999999999985
VHL18798,5.1119
VHL10222,4.974124999999997
VHL17645,2.7175000000000007
VHL10810,2.4540999999999986
VHL14216,4.360399999999996
VHL13799,4.008999999999999
VHL19965,4.107499999999999
VHL18568,11.202999999999996
VHL17957,5.419991666666668
VHL11023,10.363
VHL17797,5.434659264346765
VHL16174,25.068700000000007
VHL15112,2.8209
VHL10167,5.804001785714287
VHL18749,4.637500000000003
VHL16276,10.703000000000001
VHL15593,12.930700000000002
VHL18474,4.9157
VHL13000,6.0015333333333345
VHL10796,3.509523809523809
VHL16443,23.425499999999996
VHL13954,7.813599999999996
VHL12761,8.020000000000001
VHL17916,11.80806666666667
VHL13145,18.469033333333332
VHL19331,12.540033333333335
VHL15623,19.74099999999999
VHL13922,18.540000000000013
VHL11222,7.191458333333332
VHL15425,19.565
VHL19072,3.7821666666666665
VHL18649,10.087704761904766
VHL14730,1.5873999999999997
VHL12512,13.926000000000009
VHL18486,1.2100000000000002
VHL13182,6.1583499999999995
VHL19735,8.244168253968253
VHL13370,29.73850000000001
VHL15038,8.957228571428576
VHL13034,4.744250000000001
VHL16581,20.132599999999996
VHL12113,7.5857
VHL16914,22.72708333333334
VHL18231,35.23533333333335
VHL14192,5.449900000000001
VHL10404,4.115266666666665
VHL10084,42.684900000000006
VHL13855,23.131
VHL14027,4.421600000000001
VHL16209,2.981800000000001
VHL11144,21.255699999999997
VHL18646,6.604100000000004
VHL16431,6.9705999999999975
VHL16873,3.9441000000000006
VHL19594,26.058523809523813
VHL18630,9.347699999999998
VHL17288,5.630799999999999
VHL13113,3.529000000000004
VHL18865,5.4474999999999945
VHL18260,4.419000000000002
VHL13198,5.302990656565657
VHL11475,5.628299999999999
VHL18584,11.7026
VHL14768,46.568271428571435
VHL16073,4.747105357142855
VHL15742,4.203249999999996
VHL18879,1.6762166666666658
VHL12038,4.772676190476193
VHL19728,12.634599999999999
VHL17986,3.2419833333333354
VHL18819,3.7633000000000005
VHL12225,1.2964999999999998
VHL19157,6.864800000000003
VHL19615,4.582810714285711
VHL17175,4.275566666666665
VHL13050,7.288900000000001
VHL13123,2.0297999999999985
VHL16065,2.174599999999999
VHL12484,2.8700285714285703
VHL11338,17.759000000000004
VHL17289,3.126850000000001
VHL15447,2.153399999999999
VHL18803,8.374633333333328
VHL18294,5.442697619047624
VHL15133,6.035166666666669
VHL10657,4.139936904761904
VHL10619,7.160300000000004
VHL17912,16.543908730158734
VHL18164,7.778499999999997
VHL14504,6.209349603174602
VHL18885,4.617499999999999
VHL10118,4.990507142857148
VHL17852,4.063499999999996
VHL18834,11.814500000000008
VHL11508,3.7781000000000016
VHL17633,2.2753
VHL15893,4.961316666666665
VHL14089,9.879000000000003
VHL18800,71.4243
VHL12314,2.101500000000002
VHL18047,11.774300000000013
VHL11118,5.393899999999999
VHL17922,4.163866666666669
VHL17121,3.0459000000000014
VHL13960,6.529692857142852
VHL15350,4.289099999999999
VHL17939,6.562999999999995
VHL11888,6.986599999999999
VHL17044,5.0489999999999995
VHL10290,28.88333333333333
VHL19497,19.401578571428573
VHL17807,11.323499999999994
VHL11467,93.84809999999999
VHL14703,21.60749999999999
VHL17518,5.995022222222222
VHL19578,2.2295999999999987
VHL10425,32.18449999999999
VHL11304,1.4249999999999994
VHL10086,8.524499999999996
VHL19512,3.1532000000000004
VHL13350,3.885000000000001
VHL12694,63.75583333333334
VHL12838,65.066
VHL16255,2.3967500000000004
VHL15196,10.6349
VHL16844,6.080800000000007
VHL10977,4.957166666666662
VHL18145,11.849499999999994
VHL12297,2.850399999999998
VHL15274,13.333733333333337
VHL15478,8.232500000000005
VHL16940,3.1771000000000016
VHL14407,2.144400000000001
VHL19544,6.477714285714286
VHL10519,24.090422619047622
VHL16928,1.8739000000000012
VHL11692,7.117700000000003
VHL15180,11.386258134920633
VHL19040,3.1594999999999995
VHL11628,4.477879960317461
VHL19845,3.7964000000000016
VHL16574,99.83
VHL14807,5.428202380952379
VHL11188,42.825000000000024
VHL18077,51.40650000000001
VHL14836,3.3624999999999985
VHL13406,3.259666666666666
VHL18365,2.2013000000000025
VHL18328,1.9892999999999983
VHL14695,4.667500000000006
VHL12724,6.668616666666668
VHL10202,5.439865476190477
VHL12815,3.053100000000001
VHL12630,32.001583333333336
VHL14283,12.941466504329007
VHL18698,2.9662
VHL10141,3.1751
VHL16204,8.101800000000003
VHL11310,7.955700000000002
VHL18878,4.311749999999997
VHL19310,4.9395000000000024
VHL18219,7.752191666666662
VHL13108,4.736741666666665
VHL14070,24.503744280719285
VHL16891,5.412400000000002
VHL10398,5.511081923631922
VHL12755,4.383999999999998
VHL12995,4.491400000000005
VHL12158,4.2415999999999965
VHL17814,25.941100000000002
VHL15098,1.7119
VHL13066,6.311799999999997
VHL13362,4.663744318181818
VHL13443,1.6645999999999994
VHL18173,1.933100000000002
VHL16277,8.842999999999998
VHL17380,5.096465476190477
VHL18129,7.134086850649352
VHL11891,2.0375000000000005
VHL11042,6.360199999999997
VHL16137,4.2475
VHL13400,3.3982999999999994
VHL19399,31.934305649905646
VHL16723,5.843941666666667
VHL12416,10.4396
VHL10350,2.6619000000000006
VHL13811,2.0650000000000004
VHL13916,4.797613730158729
VHL11857,5.342916666666663
VHL12040,3.4761
VHL10872,9.384149999999998
VHL14351,36.15
VHL18230,8.950800000000008
VHL14851,17.819984523809516
VHL19426,7.838983333333338
VHL12795,7.062500000000008
VHL16882,26.4507
VHL15924,4.555400000000003
VHL10807,2.387874999999999
VHL10611,5.273633333333327
VHL15296,4.4837499999999935
VHL11333,5.869416666666669
VHL18616,4.259000000000001
VHL15633,5.389700000000001
VHL15157,2.5622000000000016
VHL16982,1.7487000000000008
VHL13879,30.51560000000001
VHL17585,5.243499999999996
VHL13116,3.6257
VHL16982,3.8978999999999973
VHL18017,8.099435714285725
VHL19155,13.277999999999999
VHL19997,2.8925
VHL19660,6.1583499999999995
VHL19990,7.521924999999998
VHL13582,5.5411249999999965
VHL15998,7.526199999999998
VHL13285,2.1568000000000005
VHL16586,3.8418333333333328
VHL15120,5.2646999999999995
VHL14954,8.399744444444448
VHL18066,2.081200000000001
VHL13559,4.879700000000002
VHL14707,7.169800000000001
VHL12562,6.8680333333333365
VHL15527,3.3376750000000017
VHL12878,10.1118
VHL12507,3.8009999999999966
VHL14699,1.8727999999999991
VHL14730,12.941466504329007
VHL16614,6.978500000000008
VHL13024,5.170250000000002
VHL19915,9.157900000000009
VHL13101,3.4856999999999996
VHL13052,2.1673999999999993
VHL19820,38.11
VHL11562,3.5204000000000013
VHL16424,19.73075
VHL10876,11.575099999999997
VHL12199,5.1857
VHL17320,9.066008447802194
VHL13599,3.4018
VHL15761,4.0045
VHL12114,2.856266666666666
VHL14797,3.1270999999999964
VHL10360,8.297499999999994
VHL11344,24.959412648462653
VHL13709,2.4763499999999987
VHL19962,13.352952380952377
VHL11021,4.179199999999998
VHL11988,6.533100000000001
VHL18459,5.487866666666667
VHL12547,6.657599999999998
VHL17688,12.907399999999988
VHL10267,15.105966666666667
VHL17363,13.073511525974025
VHL19946,15.370575396825407
VHL17698,6.111749999999997
VHL10234,1.371199999999998
VHL13897,13.661309523809528
VHL13543,7.1107999999999985
VHL11002,8.5172
VHL19102,4.6333
VHL17633,96.9615
VHL18124,4.7853999999999965
VHL16120,4.029300000000003
VHL19186,6.388283333333331
VHL18664,4.6643000000000026
VHL17083,47.87916666666669
VHL13077,9.245240151515153
VHL17267,7.234828571428574
VHL18565,11.751699999999998
VHL13814,8.7366
VHL18967,12.67405
VHL13503,8.662766666666672
VHL13644,2.577049999999998
VHL17079,3.179266666666666
VHL15239,12.651540270562766
VHL17245,2.1874999999999982
VHL10153,94.0358791208791
VHL19693,4.281466666666667
VHL10773,5.8058000000000005
VHL11413,5.526100000000002
VHL10223,19.290133333333337
VHL18530,2.0105000000000013
VHL12551,5.223100000000003
VHL17602,4.653633333333334
VHL13375,19.217178571428555
VHL13337,53.69211904761905
VHL18551,9.3983
VHL17882,3.3235999999999994
VHL17761,3.994300000000003
VHL12646,6.01
VHL15219,17.29350923520924
VHL14365,7.664600000000002
VHL16915,3.239499999999999
VHL10906,4.07508055555556
VHL13513,3.8574999999999977
VHL14542,6.515600000000001
VHL14200,4.986616666666663
VHL18013,7.504499999999999
VHL14772,10.106899999999998
VHL13641,12.187016666666668
VHL15001,2.939999999999999
VHL10409,5.378900000000001
VHL12698,8.846836904761895
VHL14128,4.834856547619045
VHL10621,5.486913040541331
VHL13729,7.741735753135754
VHL16191,5.891296428571427
VHL11188,8.71749999999999
VHL14810,23.704850000000008
VHL16357,0.7751000000000003
VHL18353,5.4472499999999995
VHL15843,4.847299999999997
VHL10210,4.238600000000002
VHL17457,4.2459
VHL11022,18.86069999999999
VHL16541,4.712639411976911
VHL17647,2.842599999999996
VHL11229,47.68
VHL17996,3.7649074170927115
VHL17089,3.302883928571429
VHL19543,13.543983022533025
VHL19715,30.063999999999997
VHL17944,12.651540270562766
VHL16820,44.51016369047618
VHL14857,12.033
VHL17512,4.147099999999998
VHL16649,12.174332142857146
VHL14838,13.826683333333333
VHL14568,5.443100000000003
VHL17525,7.283038095238094
VHL16117,6.445000000000002
VHL13135,7.87363333333333
VHL19812,4.637914285714284
VHL17027,3.992099999999997
VHL14654,5.6398
VHL12420,7.460466666666663
VHL10360,18.79033333333333
VHL13629,12.293942857142854
VHL16737,7.6605000000000025
VHL15446,6.390499999999995
VHL10946,4.003905303030299
VHL13953,2.474399999999998
VHL17303,27.591347619047614
VHL15447,3.560666666666669
VHL12854,7.752191666666662
VHL12567,5.427899999999997
VHL19137,3.3235999999999994
VHL19411,3.2324
VHL10923,3.0625249999999995
VHL17236,7.653
VHL19462,49.525
